date,swe,snow_depth,precip,airtemp,airtemp_max,airtemp_avg,soilm_p2,soilm_p4,soilm_p8,soilm_p20,soilm_p40,site_code,state,year,doy,month,density_calc,d_soilm_p2,peak_swe,sm_pulse_flag
7/16/2023,0,0,0,8.777777778,20,13.72222222,2.7,2.5,4.1,6.9,NA,335,CO,2023,197,7,NA,0.2,120,0
7/17/2023,0,0,0,11.88888889,22.88888889,15.5,2.4,2.7,3.6,6.7,NA,335,CO,2023,198,7,NA,-0.3,120,0
7/18/2023,0,0,0,11.88888889,22.11111111,13.88888889,2.2,2,3.4,6.7,NA,335,CO,2023,199,7,NA,-0.2,120,0
7/19/2023,0,0,0,8.777777778,19.5,11.77777778,2.1,2.9,2.9,5.4,NA,335,CO,2023,200,7,NA,-0.1,120,0
7/20/2023,0,0,1.27,8.777777778,19.11111111,10.22222222,2.3,1.8,3.5,5.7,NA,335,CO,2023,201,7,NA,0.2,120,0
7/21/2023,0,0,0,4.611111111,18.22222222,9.722222222,11.1,13.6,3.5,4.6,NA,335,CO,2023,202,7,NA,8.8,120,0
7/22/2023,0,0,0,5.611111111,19.61111111,12.22222222,8.8,9.6,3.3,5.2,NA,335,CO,2023,203,7,NA,-2.3,120,0
7/23/2023,0,0,0,10,21.88888889,14.22222222,5.9,6.6,3.6,3.9,NA,335,CO,2023,204,7,NA,-2.9,120,0
7/24/2023,0,0,0,10.22222222,24.88888889,15.38888889,4.5,4.9,3.2,5.1,NA,335,CO,2023,205,7,NA,-1.4,120,0
7/25/2023,0,0,0.254,13.77777778,21.38888889,14.11111111,3.9,3.8,3.4,4.4,NA,335,CO,2023,206,7,NA,-0.6,120,0
7/26/2023,0,0,0.254,9.222222222,20.5,13.38888889,3.6,2.8,3.3,5,NA,335,CO,2023,207,7,NA,-0.3,120,0
7/27/2023,0,0,0,9.777777778,20.38888889,13.22222222,3,2.1,3.5,4.1,NA,335,CO,2023,208,7,NA,-0.6,120,0
7/28/2023,0,0,0,10.5,22.77777778,13.77777778,2.8,2.9,2.8,4.5,NA,335,CO,2023,209,7,NA,-0.2,120,0
7/29/2023,0,0,0,10.77777778,21.38888889,14.27777778,3.1,2.3,3.2,4.6,NA,335,CO,2023,210,7,NA,0.3,120,0
7/30/2023,0,0,0.508,10.72222222,21.72222222,11.61111111,2.8,2.6,2.9,4.4,NA,335,CO,2023,211,7,NA,-0.3,120,0
7/31/2023,0,0,1.016,8,20.61111111,11,2.6,2.4,3.2,4.8,NA,335,CO,2023,212,7,NA,-0.2,120,0
8/1/2023,0,0,4.318,6.5,17.61111111,8.611111111,2.6,2.1,2.7,4,NA,335,CO,2023,213,8,NA,0,120,0
8/2/2023,0,0,1.016,7.388888889,14.77777778,8.722222222,18.6,24.9,19.3,16.4,NA,335,CO,2023,214,8,NA,16,120,0
